experiment	gene_identifier	log2_fc	n_trt	n_ctl	expression_ctl0	log10_p	log10_p_bh
3	299899_at	0.089700997	3	6	3.632	-0.208665583	-0.050946193
3	298705_at	0.495016611	3	6	2.197	-0.794606341	-0.22878763
3	54410_at	-0.833887043	3	6	3.256	-2.709045562	-0.862463701
3	81659_at	0.205980066	3	6	3.143	-0.588642054	-0.164924783
3	292858_at	-0.302325581	3	6	1.456	-0.115868788	-0.026980387
3	64554_at	0.239202658	3	6	2.043	-0.206257088	-0.050317132
3	25729_at	0.887043189	3	6	2.351	-1.260702392	-0.37261394
3	500688_at	-0.03986711	3	6	2.451	-0.058986935	-0.013693142
3	361181_at	-0.57807309	3	6	3.014	-0.76562976	-0.220085321
3	303566_at	0.086378738	3	6	2.031	-0.069712267	-0.016140953
3	315037_at	-0.162790698	3	6	2.573	-0.319115357	-0.082374157
3	25690_at	-0.322259136	3	6	2.403	-0.374064706	-0.098058453
3	100912248_at	0.009966777	3	6	1.05	-0.00310527	-0.00081083
3	309014_at	-0.292358804	3	6	2.181	-0.248165615	-0.061016967
3	297893_at	0.119601329	3	6	2.844	-0.318754872	-0.082326453
3	282827_at	0.156146179	3	6	2.847	-0.36092824	-0.094660809
3	171044_at	0.368770764	3	6	2.047	-0.212829795	-0.052077209
3	64830_at	-0.953488372	3	6	1.465	-0.372277365	-0.09777752
3	59087_at	-0.176079734	3	6	3.082	-0.514043145	-0.141442726
3	378467_at	-0.621262458	3	6	2.463	-1.37185871	-0.408670959
3	60337_at	-0.235880399	3	6	2.168	-0.364089783	-0.095413477
3	83617_at	0.209302326	3	6	2.313	-0.1963958	-0.047540793
3	64312_at	-0.093023256	3	6	3.643	-0.214531668	-0.052488351
3	293690_at	0.551495017	3	6	2.102	-0.855959184	-0.247885691
3	500261_at	-0.179401993	3	6	2.977	-0.517441794	-0.142860855
3	298066_at	-0.877076412	3	6	3.076	-2.602429377	-0.812974331
3	114210_at	0.03654485	3	6	2.228	-0.049882437	-0.011603447
3	367763_at	-1.205980066	3	6	2.02	-2.805379973	-0.895832323
3	361995_at	0.375415282	3	6	2.853	-1.167489484	-0.345359946
3	306767_at	-0.880398671	3	6	1.757	-1.867870115	-0.577414758
3	100911962_at	0.093023256	3	6	1.055	-0.034316304	-0.008458954
3	297418_at	0.750830565	3	6	1.831	-0.268243361	-0.066776965
3	316810_at	0.803986711	3	6	2.943	-2.171709125	-0.668728653
3	64677_at	0.993355482	3	6	1.535	-0.386112032	-0.1024915
3	317630_at	0.212624585	3	6	2.769	-0.526472683	-0.145589812
3	303831_at	0.169435216	3	6	3.856	-0.536978977	-0.148753806
3	287962_at	0.079734219	3	6	3.058	-0.170989649	-0.041234684
3	25274_at	-0.485049834	3	6	3.994	-1.544228204	-0.467622543
3	100362495_at	0.159468439	3	6	2.478	-0.314379017	-0.081320695
3	308431_at	0.289036545	3	6	1.811	-0.125087295	-0.029004238
3	65129_at	0.481727575	3	6	3.315	-0.898675537	-0.260636933
3	362419_at	0.548172757	3	6	2.577	-1.264610027	-0.373923594
3	304474_at	0.332225914	3	6	2.341	-0.402167946	-0.106708694
3	362304_at	0.465116279	3	6	2.83	-1.295142225	-0.382065094
3	29733_at	-1.564784053	3	6	3.517	-3.626775095	-1.263907728
3	315858_at	-0.009966777	3	6	3.159	-0.013633642	-0.003435857
3	300891_at	-0.099667774	3	6	3.852	-0.283707031	-0.071538977
3	312947_at	-0.063122924	3	6	2.803	-0.117461609	-0.027592755
3	311210_at	-0.23255814	3	6	2.102	-0.369378944	-0.096635945
3	312444_at	0.322259136	3	6	3.726	-1.220394708	-0.360079088
3	252854_at	-1.063122924	3	6	1.207	-0.945760371	-0.27534522
3	315696_at	-0.049833887	3	6	2.565	-0.10343034	-0.024318913
3	314438_at	-0.53820598	3	6	1.111	-0.202133564	-0.049349608
3	192271_at	0.481727575	3	6	1.367	-0.175006888	-0.042255903
3	308837_at	0.378737542	3	6	3.265	-1.314156266	-0.38878915
3	680066_at	-0.099667774	3	6	2.462	-0.189148563	-0.04526202
3	29527_at	-0.880398671	3	6	1.282	-0.809548396	-0.23373046
3	305940_at	0.15282392	3	6	2.233	-0.228936991	-0.056441616
3	24242_at	-0.312292359	3	6	3.717	-0.740986302	-0.210261772
3	361300_at	-0.348837209	3	6	2.297	-0.600911361	-0.168106825
3	116697_at	0.405315615	3	6	3.328	-0.890145468	-0.258453726
3	100360936_at	0.302325581	3	6	2.847	-0.689548236	-0.193557752
3	308163_at	0.581395349	3	6	1.657	-0.437315299	-0.116846535
3	315259_at	-0.215946844	3	6	2.176	-0.360413238	-0.094660809
3	299707_at	0.19269103	3	6	3.352	-0.377720769	-0.099420791
3	100910845_at	0.093023256	3	6	0.307	-0.054171728	-0.012654311
3	295252_at	-0.009966777	3	6	3.198	-0.019600106	-0.004791544
3	192350_at	-0.142857143	3	6	2.601	-0.410256927	-0.108992487
3	316318_at	0.524916944	3	6	0.849	-0.325368275	-0.084094673
3	57025_at	-0.259136213	3	6	2.211	-0.353415076	-0.092800393
3	29172_at	-0.408637874	3	6	3.677	-0.872055211	-0.252827172
3	304024_at	0.15282392	3	6	3.591	-0.277285241	-0.069428878
3	498682_at	-0.441860465	3	6	2.479	-0.842933209	-0.244375277
3	293103_at	0.398671096	3	6	3.272	-1.283120151	-0.379287064
3	287148_at	0.607973422	3	6	1.472	-0.368276333	-0.096541071
3	681377_at	-0.405315615	3	6	0.946	-0.114354104	-0.026494861
3	280671_at	-0.186046512	3	6	2.379	-0.37104081	-0.097193327
3	315646_at	0.22923588	3	6	2.349	-0.429369508	-0.114409615
3	362454_at	-0.119601329	3	6	3.624	-0.31848482	-0.082326453
3	245985_at	-0.282392027	3	6	1.1	-0.135183618	-0.03137031
3	316452_at	0.186046512	3	6	2.649	-0.457635463	-0.123070537
3	315222_at	0.102990033	3	6	2.979	-0.252738384	-0.062265989
3	307868_at	-0.372093023	3	6	1.98	-0.449003565	-0.120735192
3	25539_at	-0.289036545	3	6	1.331	-0.10722472	-0.025099855
3	299207_at	0.069767442	3	6	3.322	-0.085764233	-0.019790262
3	361422_at	-0.661129568	3	6	2.442	-0.8647535	-0.249954027
3	364388_at	0.146179402	3	6	3.785	-0.534636649	-0.148209098
3	288532_at	0.624584718	3	6	2.995	-1.788433325	-0.55539593
3	287653_at	-1.245847176	3	6	2.03	-0.92325395	-0.268520556
3	292905_at	0.189368771	3	6	1.893	-0.092303415	-0.021448609
3	288707_at	0.299003322	3	6	2.676	-0.808382971	-0.233314083
3	500032_at	-0.368770764	3	6	2.346	-0.284337609	-0.071856881
3	313022_at	0.368770764	3	6	1.784	-0.216460998	-0.052850832
3	360629_at	0.073089701	3	6	2.562	-0.146996356	-0.034080999
3	29675_at	0.159468439	3	6	3.819	-0.418974674	-0.11137571
3	362636_at	-0.079734219	3	6	2.605	-0.170152605	-0.041031185
3	301083_at	-0.664451827	3	6	1.282	-0.327268915	-0.084796077
3	50665_at	-0.099667774	3	6	2.731	-0.098542669	-0.022924046
3	499155_at	0.491694352	3	6	1.67	-0.212261535	-0.05193337
3	81771_at	-0.119601329	3	6	2.747	-0.269980503	-0.06726869
3	641603_at	-0.551495017	3	6	1.621	-0.409300376	-0.108701171
3	299269_at	-0.867109635	3	6	3.747	-1.436365325	-0.428268732
3	24411_at	0.162790698	3	6	2.207	-0.118628394	-0.027769458
3	304650_at	-0.478405316	3	6	2.236	-0.374700356	-0.098210835
3	498256_at	-0.318936877	3	6	2.692	-0.699508359	-0.197189593
3	361618_at	0.259136213	3	6	2.779	-0.631443144	-0.176982368
3	311412_at	-0.043189369	3	6	2.326	-0.054156014	-0.012654311
3	79220_at	0.07641196	3	6	0.607	-0.046359092	-0.010914988
3	315045_at	0.352159468	3	6	2.25	-0.404573414	-0.107659428
3	296147_at	0.073089701	3	6	2.934	-0.175012161	-0.042255903
3	64570_at	-1.478405316	3	6	2.923	-3.17569428	-1.042510946
3	364137_at	-0.093023256	3	6	2.805	-0.220551582	-0.054284394
3	117547_at	-1.245847176	3	6	1.1	-0.464995185	-0.125319813
3	25269_at	-0.305647841	3	6	0.868	-0.159079142	-0.037485667
3	29502_at	-0.119601329	3	6	2.952	-0.372365641	-0.097813244
3	290277_at	0.900332226	3	6	3.03	-1.077187308	-0.3225482
3	266605_at	-0.279069767	3	6	2.714	-0.650795746	-0.182751978
3	294790_at	0.159468439	3	6	1.99	-0.187295165	-0.044971218
3	307614_at	0.312292359	3	6	1.388	-0.149365491	-0.03456335
3	684258_at	-0.029900332	3	6	2.866	-0.06234501	-0.01455509
3	58947_at	-0.398671096	3	6	3.626	-1.585795818	-0.480533672
3	688174_at	-0.069767442	3	6	2.044	-0.105615044	-0.024730655
3	79120_at	-0.3089701	3	6	3.708	-1.083346116	-0.324117943
3	292658_at	-0.531561462	3	6	2.119	-1.109118267	-0.330852119
3	362076_at	0.179401993	3	6	1.951	-0.224404808	-0.055334461
3	296369_at	-0.132890365	3	6	1.541	-0.056318684	-0.013167746
3	294274_at	-0.57807309	3	6	2.263	-1.512166943	-0.457244846
3	502414_at	-0.61461794	3	6	1.873	-0.73864936	-0.209690763
3	689836_at	-0.119601329	3	6	2.353	-0.166864436	-0.039857359
3	25426_at	-0.740863787	3	6	1.949	-0.668117326	-0.188123789
3	300886_at	-0.029900332	3	6	3.29	-0.05951416	-0.01386372
3	65054_at	-0.737541528	3	6	3.642	-2.361497951	-0.732668904
3	290341_at	-0.063122924	3	6	3.08	-0.089260755	-0.020942116
3	686505_at	0.451827243	3	6	2.762	-1.487086988	-0.445121648
3	315283_at	-0.302325581	3	6	2.441	-0.524628143	-0.145117784
3	686610_at	-0.119601329	3	6	2.775	-0.325899098	-0.084354562
3	500925_at	0.209302326	3	6	1.735	-0.081756224	-0.018973827
3	25680_at	-2.033222591	3	6	1.317	-1.027092831	-0.30633451
3	116548_at	-1.325581395	3	6	1.653	-1.333581654	-0.395193676
3	297699_at	0.338870432	3	6	3.602	-1.269336864	-0.375271539
3	408244_at	0.395348837	3	6	1.347	-0.119130117	-0.027769458
3	299356_at	0.162790698	3	6	1.379	-0.097173577	-0.022643437
3	314265_at	0.681063123	3	6	2.997	-1.174711331	-0.348576476
3	298410_at	-0.189368771	3	6	3.97	-0.497983308	-0.136301053
3	296621_at	-0.26910299	3	6	3.444	-0.789648692	-0.227545709
3	308387_at	0.275747508	3	6	1.121	-0.091350019	-0.021177021
3	79124_at	0.259136213	3	6	3.024	-0.855741953	-0.24787875
3	314459_at	-0.249169435	3	6	1.613	-0.12294586	-0.028640112
3	361512_at	-0.332225914	3	6	2.271	-0.491663167	-0.134049394
3	362424_at	0.634551495	3	6	1.485	-0.338107234	-0.08829958
3	308667_at	0.285714286	3	6	2.915	-0.992122153	-0.293983349
3	312451_at	-0.149501661	3	6	2.609	-0.236383513	-0.057913412
3	84477_at	0.920265781	3	6	1.841	-0.585847183	-0.16402479
3	286892_at	-0.784053156	3	6	0.744	-0.245906835	-0.060356832
3	296957_at	-0.328903654	3	6	2.408	-0.790503793	-0.227737959
3	498192_at	-0.355481728	3	6	2.244	-0.57119207	-0.159612861
3	24710_at	2.754152824	3	6	2.143	-4.042519075	-1.447399742
3	362624_at	0.481727575	3	6	1.981	-0.227313869	-0.056290119
3	29520_at	-1.588039867	3	6	1.065	-1.195081516	-0.353763976
3	293847_at	-1.504983389	3	6	0.926	-1.251594768	-0.370109743
3	100912806_at	0.056478405	3	6	2.659	-0.091777844	-0.021326429
3	100301568_at	-0.179401993	3	6	1.786	-0.186299889	-0.044660474
3	688736_at	1.890365449	3	6	1.578	-0.86350209	-0.24969824
3	366998_at	0.76744186	3	6	2.537	-0.796174431	-0.229117519
3	362738_at	0.053156146	3	6	2.723	-0.095506023	-0.022044815
3	291023_at	-1.292358804	3	6	3.213	-3.675867682	-1.273026369
3	29256_at	0.392026578	3	6	1.379	-0.128010341	-0.029506766
3	680021_at	-0.086378738	3	6	4.113	-0.232542799	-0.057247077
3	361476_at	0.787375415	3	6	1.059	-0.436378398	-0.116672481
3	300445_at	0.006644518	3	6	3.512	-0.016943915	-0.0041166
3	304663_at	-1.584717608	3	6	1.235	-1.199408601	-0.35420115
3	295061_at	-1.970099668	3	6	1.606	-1.991804016	-0.616218527
3	171525_at	0.019933555	3	6	1.426	-0.010712054	-0.002535929
3	300121_at	0.747508306	3	6	1.466	-0.344266372	-0.090032865
3	304332_at	0.245847176	3	6	2.772	-0.429317198	-0.114409615
3	363145_at	0.046511628	3	6	2.509	-0.072710288	-0.016649388
3	58977_at	-0.318936877	3	6	1.609	-0.432647329	-0.115194295
3	81646_at	-0.119601329	3	6	2.113	-0.187431644	-0.044987777
3	302981_at	0.149501661	3	6	2.935	-0.352389726	-0.092462892
3	499094_at	-0.07641196	3	6	2.456	-0.125644424	-0.029035742
3	360715_at	-0.561461794	3	6	1.006	-0.282617757	-0.071177469
3	679890_at	0.07641196	3	6	2.935	-0.137764623	-0.032140959
3	641315_at	0.026578073	3	6	2.491	-0.026457117	-0.006385991
3	291852_at	-0.013289037	3	6	2.245	-0.009371889	-0.002275262
3	50655_at	0.936877076	3	6	3.81	-2.387302804	-0.742031712
3	29528_at	0.106312292	3	6	3.125	-0.295088061	-0.0749026
3	293452_at	1.106312292	3	6	2.112	-1.98090151	-0.615236288
3	292925_at	0.415282392	3	6	3.161	-1.121485921	-0.334432194
3	25358_at	0.003322259	3	6	2.663	-0.004233371	-0.001180212
3	29323_at	-1.481727575	3	6	1.044	-0.820982487	-0.236345604
3	499425_at	1.644518272	3	6	1.462	-1.64067225	-0.495780992
3	500826_at	0.063122924	3	6	2.342	-0.157197416	-0.036976374
3	252939_at	-0.800664452	3	6	1.686	-0.729688728	-0.206217255
3	305935_at	-0.069767442	3	6	2.844	-0.125917794	-0.029035742
3	292739_at	-0.292358804	3	6	2.16	-0.28155187	-0.070933186
3	498418_at	0.667774086	3	6	2.562	-1.431757457	-0.427160852
3	100362022_at	0.209302326	3	6	2.129	-0.288115254	-0.073121139
3	310732_at	0.710963455	3	6	2.223	-0.77376208	-0.222603856
3	307850_at	-1.009966777	3	6	0.982	-0.342948677	-0.089601845
3	503035_at	0.687707641	3	6	1.784	-0.462503087	-0.124587105
3	317444_at	0.156146179	3	6	2.862	-0.250016354	-0.061444489
3	312849_at	0.458471761	3	6	2.811	-1.009195453	-0.299709262
3	690848_at	-0.053156146	3	6	3.762	-0.121072114	-0.028225236
3	293624_at	-0.53820598	3	6	2.696	-0.753457984	-0.214696702
3	501664_at	0.069767442	3	6	3.12	-0.171107219	-0.041238801
3	309400_at	-0.332225914	3	6	2.214	-0.405223005	-0.107988791
3	499957_at	1.568106312	3	6	2.145	-1.740430325	-0.536156701
3	304302_at	-0.292358804	3	6	2.324	-0.473165516	-0.128229918
3	300032_at	-0.295681063	3	6	2.381	-0.459136499	-0.123616927
3	56781_at	-0.671096346	3	6	1.449	-0.627206749	-0.175991507
3	316477_at	0.235880399	3	6	2.581	-0.600844329	-0.168100791
3	361094_at	0.016611296	3	6	2.889	-0.031599256	-0.007988194
3	310836_at	-0.252491694	3	6	1.886	-0.174386826	-0.042193877
3	60669_at	-1.395348837	3	6	1.205	-1.673399873	-0.510051328
3	362724_at	-0.704318937	3	6	2.103	-1.48002257	-0.441663613
3	29600_at	-1.681063123	3	6	1.213	-1.265017264	-0.37411363
3	290556_at	0.318936877	3	6	3.478	-0.50441188	-0.138478466
3	300126_at	0.033222591	3	6	1.612	-0.0105354	-0.002495903
3	56084_at	0.332225914	3	6	3.033	-0.810390401	-0.233765367
3	89819_at	0.215946844	3	6	3.216	-0.578270606	-0.16211542
3	50622_at	0.242524917	3	6	2.41	-0.446375625	-0.119586185
3	296913_at	0.322259136	3	6	2.798	-1.061456985	-0.318094374
3	313917_at	1.754152824	3	6	3.635	-4.866086492	-1.917408112
3	64624_at	-0.109634551	3	6	2.213	-0.212985413	-0.052111487
3	316123_at	-0.03654485	3	6	2.65	-0.071739704	-0.016429797
3	83784_at	0.119601329	3	6	3.559	-0.142369606	-0.033311822
3	362795_at	0.322259136	3	6	1.698	-0.095929498	-0.022220183
3	361213_at	0.697674419	3	6	3.337	-2.326847062	-0.725080235
3	302973_at	0.006644518	3	6	2.782	-0.009590358	-0.002333332
3	100360128_at	-3.023255814	3	6	0.63	-2.958200835	-0.974420429
3	306464_at	-0.661129568	3	6	1.94	-0.678746759	-0.190496567
3	301242_at	-0.225913621	3	6	1.621	-0.091588343	-0.021273771
3	303968_at	0.159468439	3	6	2.408	-0.330444049	-0.08570481
3	295274_at	0.166112957	3	6	2.279	-0.183759545	-0.044243907
3	252834_at	-0.029900332	3	6	1.504	-0.011832555	-0.002898661
3	303534_at	-0.893687708	3	6	1.23	-0.6169628	-0.172269549
3	140932_at	0.102990033	3	6	2.808	-0.199865078	-0.048592748
3	117097_at	-0.897009967	3	6	0.569	-0.40474469	-0.107659428
3	686124_at	-0.784053156	3	6	0.612	-0.436396869	-0.116672481
3	24679_at	-0.338870432	3	6	1.599	-0.265228496	-0.065983855
3	687633_at	0.564784053	3	6	2.66	-1.104468489	-0.329778906
3	304071_at	0.136212625	3	6	1.297	-0.05574189	-0.013075135
3	296366_at	0.694352159	3	6	2.443	-0.94135602	-0.274226595
3	24258_at	-0.295681063	3	6	0.66	-0.3469491	-0.090666054
3	25389_at	0.059800664	3	6	2.145	-0.019893355	-0.004843351
3	64022_at	0.235880399	3	6	1.929	-0.099146182	-0.023078921
3	303638_at	-1.19269103	3	6	3.283	-2.797417082	-0.89113238
3	65041_at	0.903654485	3	6	3.006	-2.018895043	-0.623329146
3	308810_at	-0.933554817	3	6	1.287	-0.377306093	-0.099301228
3	362267_at	-1.900332226	3	6	0.593	-1.085469171	-0.324697913
3	287711_at	0.255813953	3	6	3.095	-0.936853976	-0.272806678
3	64638_at	0.285714286	3	6	4.219	-0.900729102	-0.261225782
3	288057_at	0.106312292	3	6	3.457	-0.230164315	-0.056963963
3	684322_at	0.182724252	3	6	3.409	-0.493581214	-0.134916227
3	170670_at	0.810631229	3	6	4.084	-3.125415848	-1.029308387
3	501201_at	-0.458471761	3	6	1.059	-0.152720272	-0.03565592
3	300521_at	0.146179402	3	6	3.273	-0.35537399	-0.093580679
3	363158_at	0.46179402	3	6	2.791	-1.093672084	-0.326884612
3	306252_at	0.086378738	3	6	2.04	-0.061239576	-0.014386874
3	81736_at	-0.205980066	3	6	2.916	-0.407251082	-0.108209608
3	497840_at	-0.514950166	3	6	4.316	-1.415983256	-0.422158188
3	308394_at	-0.853820598	3	6	0.498	-0.380347012	-0.10048038
3	64314_at	0.418604651	3	6	2.838	-1.513535491	-0.457291983
3	502916_at	-0.245847176	3	6	2.271	-0.439355096	-0.117468345
3	361241_at	-0.083056478	3	6	2.993	-0.140889812	-0.032998379
3	54240_at	-2.667774086	3	6	0.975	-2.715128192	-0.863756999
3	300206_at	0.438538206	3	6	3.238	-1.890249605	-0.584177049
3	117056_at	-0.179401993	3	6	3.937	-0.423634819	-0.113017609
3	171552_at	0.265780731	3	6	2.762	-0.843129441	-0.244375277
3	29710_at	-0.797342193	3	6	0.819	-0.345137177	-0.090216053
3	316214_at	0.07641196	3	6	2.46	-0.117962227	-0.027769458
3	300795_at	0.029900332	3	6	2.678	-0.023985978	-0.005734451
3	500069_at	0.026578073	3	6	2.008	-0.024864752	-0.005998993
3	289230_at	-0.42192691	3	6	1.695	-0.239921933	-0.058530167
3	688621_at	-0.96013289	3	6	1.107	-0.438019154	-0.117060505
3	312301_at	-0.684385382	3	6	1.208	-0.221038474	-0.054525471
3	309301_at	-0.059800664	3	6	3.805	-0.143321906	-0.033346225
3	499194_at	-2.375415282	3	6	1.149	-2.54528533	-0.796831889
3	306687_at	-0.016611296	3	6	3.334	-0.037604564	-0.008974163
3	50693_at	-0.07641196	3	6	4.621	-0.134922266	-0.031273533
3	367304_at	0.063122924	3	6	2.185	-0.089737569	-0.020990235
3	690000_at	0.405315615	3	6	3.193	-1.351682298	-0.400232028
3	295338_at	-0.916943522	3	6	1.333	-0.912084852	-0.265242267
3	361262_at	0.448504983	3	6	2.488	-0.444554982	-0.119214515
3	727679_at	3.863787375	3	6	2.464	-4.033647733	-1.443991296
3	690795_at	-0.056478405	3	6	2.991	-0.093517518	-0.021676963
3	310645_at	0.279069767	3	6	3.437	-0.492601805	-0.134510522
3	116479_at	0.019933555	3	6	3.684	-0.042474955	-0.009919631
3	363334_at	-0.202657807	3	6	3.308	-0.451747801	-0.121254571
3	24839_at	-1.242524917	3	6	0.631	-0.440028318	-0.11747453
3	29366_at	-0.468438538	3	6	2.771	-1.326065213	-0.393208386
3	691429_at	-0.239202658	3	6	1.692	-0.127896406	-0.029430206
3	287834_at	0.903654485	3	6	2.236	-0.579209091	-0.162319151
3	314897_at	0.255813953	3	6	2.185	-0.321209308	-0.083075685
3	25730_at	0.166112957	3	6	0.881	-0.078260083	-0.018110786
3	81739_at	-0.122923588	3	6	1.91	-0.106647375	-0.024953754
3	688811_at	0.086378738	3	6	2.75	-0.153342203	-0.035860236
3	293668_at	0.179401993	3	6	2.766	-0.553596997	-0.153746584
3	305850_at	-1.661129568	3	6	1.029	-0.84420868	-0.244790386
3	363445_at	-0.102990033	3	6	3.11	-0.178973872	-0.042759967
3	363136_at	-0.043189369	3	6	2.806	-0.104276937	-0.024379216
3	315723_at	-0.504983389	3	6	1.416	-0.20368208	-0.049676716
3	305235_at	-0.205980066	3	6	2.115	-0.200746678	-0.048961121
3	296349_at	0.166112957	3	6	2.378	-0.189182399	-0.04526202
3	100359879_at	0.840531561	3	6	1.817	-0.494104183	-0.135076322
3	362455_at	0.312292359	3	6	2.345	-0.303108274	-0.077720033
3	25017_at	0.006644518	3	6	2.15	-0.008315298	-0.002007743
3	308458_at	-0.637873754	3	6	1.266	-0.194644662	-0.047072508
3	363294_at	0.139534884	3	6	3.159	-0.27405622	-0.068230528
3	100363003_at	0.46179402	3	6	2.899	-0.899047461	-0.260728542
3	308961_at	0.305647841	3	6	3.132	-0.87528642	-0.25415464
3	24379_at	0.950166113	3	6	1.64	-0.632764007	-0.17756517
3	25425_at	-0.787375415	3	6	3.801	-2.962235988	-0.974420429
3	65029_at	-0.621262458	3	6	1.705	-1.473752612	-0.440700164
3	362778_at	0.029900332	3	6	2.404	-0.048826346	-0.011488237
3	291095_at	0.259136213	3	6	1.798	-0.129336718	-0.029831971
3	305880_at	0.26910299	3	6	3.423	-0.59669231	-0.167020109
3	308596_at	0.810631229	3	6	1.078	-0.534356709	-0.148209098
3	363412_at	0.215946844	3	6	2.524	-0.528440913	-0.146149513
3	303158_at	0.282392027	3	6	3.482	-1.130533089	-0.336856355
3	298002_at	0.126245847	3	6	2.909	-0.306976461	-0.079254239
3	246264_at	-0.976744186	3	6	0.379	-1.383987735	-0.412771652
3	64032_at	-0.57807309	3	6	2.357	-0.869452548	-0.252230387
3	361578_at	0.401993355	3	6	3.196	-0.987066331	-0.291515164
3	294091_at	-0.574750831	3	6	2.844	-0.476021199	-0.129278708
3	59112_at	-0.418604651	3	6	1.392	-0.233025757	-0.057247077
3	65241_at	0.289036545	3	6	3.077	-0.782730414	-0.225239271
3	360810_at	0.375415282	3	6	2.754	-0.890060949	-0.258453726
3	361438_at	-0.22923588	3	6	1.865	-0.454141693	-0.121683682
3	64458_at	-0.411960133	3	6	1.479	-0.114170018	-0.026493485
3	361658_at	0.651162791	3	6	1.57	-0.323196101	-0.083618003
3	686883_at	0.279069767	3	6	3.215	-0.478522513	-0.130042988
3	29284_at	0.019933555	3	6	4.131	-0.040472533	-0.009392049
3	679552_at	1.219269103	3	6	1.18	-0.590249285	-0.165025464
3	315639_at	-0.49833887	3	6	2.44	-1.567262087	-0.475471812
3	296200_at	0.531561462	3	6	2.793	-0.895142413	-0.25973773
3	299809_at	0.657807309	3	6	3.612	-2.350493457	-0.729880974
3	113976_at	0.252491694	3	6	4.106	-0.739417736	-0.210121388
3	362436_at	-0.774086379	3	6	1.065	-0.513697056	-0.141305813
3	65248_at	0.435215947	3	6	2.126	-0.462623559	-0.124587105
3	362111_at	0.202657807	3	6	2.109	-0.234086804	-0.057368096
3	24282_at	-0.162790698	3	6	1.627	-0.082911614	-0.019158002
3	499256_at	-0.172757475	3	6	2.981	-0.180827997	-0.043245639
3	100361818_at	0.431893688	3	6	2.324	-0.330186853	-0.085628276
3	288595_at	0.800664452	3	6	2.735	-1.930695574	-0.596009944
3	310659_at	-0.405315615	3	6	2.575	-0.881071822	-0.255701528
3	294421_at	-0.372093023	3	6	3.778	-0.913339789	-0.265318993
3	171041_at	-0.023255814	3	6	2.74	-0.055156038	-0.012929557
3	308366_at	-0.3089701	3	6	2.138	-0.927555437	-0.270155415
3	89843_at	-0.867109635	3	6	1.93	-1.284449174	-0.37949232
3	282837_at	0.249169435	3	6	2.874	-1.008185917	-0.299357211
3	306347_at	-0.043189369	3	6	2.961	-0.065833205	-0.015108349
3	312437_at	0.129568106	3	6	3.3	-0.305154707	-0.07851363
3	689298_at	1.970099668	3	6	1.635	-1.447749322	-0.43294445
3	362849_at	-0.099667774	3	6	3.535	-0.282413729	-0.071102882
3	64387_at	-0.322259136	3	6	3.283	-0.52075468	-0.143868749
3	192117_at	-0.734219269	3	6	0.68	-1.10331462	-0.32956495
3	307480_at	0.325581395	3	6	3.168	-0.761205924	-0.218030727
3	300988_at	-0.093023256	3	6	3.066	-0.231751715	-0.057234507
3	24397_at	-0.471760797	3	6	1.057	-0.162080793	-0.038131221
3	65272_at	0.049833887	3	6	1.391	-0.013623103	-0.003435857
3	287004_at	0.694352159	3	6	1.728	-0.57528309	-0.161102225
3	361888_at	0.744186047	3	6	2.827	-1.395636022	-0.416937227
3	361655_at	-0.029900332	3	6	3.111	-0.077816836	-0.017989129
3	295457_at	0.42192691	3	6	2.963	-1.084232329	-0.324566878
3	114521_at	0.285714286	3	6	2.763	-0.537803639	-0.148944577
3	305846_at	-0.694352159	3	6	1.255	-0.228680716	-0.056441616
3	114630_at	-0.003322259	3	6	4.316	-0.006521176	-0.001549249
3	474169_at	2.156146179	3	6	1.168	-1.833616112	-0.565920383
3	362202_at	0.747508306	3	6	1.623	-0.376303291	-0.098956468
3	24459_at	0.740863787	3	6	1.689	-0.349497589	-0.091452145
3	29335_at	0.830564784	3	6	1.691	-0.392846344	-0.104323618
3	307487_at	-1.810631229	3	6	0.935	-0.847823147	-0.245825588
3	688999_at	-2.637873754	3	6	1.121	-2.95353703	-0.974420429
3	100362083_at	-0.465116279	3	6	2.068	-0.729105064	-0.206059727
3	83688_at	0.102990033	3	6	3.553	-0.221041196	-0.054525471
3	84608_at	-0.983388704	3	6	0.895	-0.462344732	-0.124587105
3	688637_at	0.176079734	3	6	2.842	-0.411101271	-0.109050639
3	24817_at	-0.013289037	3	6	2.806	-0.02100026	-0.00503373
3	300944_at	-0.053156146	3	6	1.907	-0.034123902	-0.008398551
3	289278_at	0.245847176	3	6	2.567	-0.67645534	-0.190496567
3	296207_at	0.279069767	3	6	3.074	-1.026784884	-0.30633451
3	298681_at	0.42192691	3	6	3.281	-1.28999025	-0.380417374
3	314856_at	0.76744186	3	6	3.002	-2.628284582	-0.825734238
3	641523_at	-0.495016611	3	6	0.602	-0.456061055	-0.122641151
3	362398_at	-0.066445183	3	6	1.378	-0.023038245	-0.005558033
3	54234_at	0.149501661	3	6	1.691	-0.073507841	-0.016857982
3	314850_at	0.166112957	3	6	2.699	-0.400197116	-0.106234753
3	315496_at	-0.3089701	3	6	3.029	-0.897446956	-0.260065415
3	24415_at	-0.983388704	3	6	1.26	-0.52204058	-0.144631612
3	501069_at	-0.119601329	3	6	3.013	-0.390497457	-0.103855491
3	54223_at	-0.262458472	3	6	2.113	-0.376560159	-0.099103623
